äﬂ±ø^T)]«JI€8Mmùöˇ†Œà„F®Ut,Lot Number,Container Size,Model,Container Type,Container BL
FCIU9977216,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092801/ZYAJ25092808
TRHU5968489,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092801/ZYAJ25092808
OOLU9757857,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092801/ZYAJ25092808
TIIU6343697,2025,WK43,-,40,MIXED,MOQ,JYAJ25100405
CSNU8408750,2025,WK43,-,40,MIXED,MOQ,JYAJ25100401
FFAU7030041,2025,WK43,-,40,MIXED,MOQ,JYAJ25100402
TGBU4956880,2025,WK43,-,40,MIXED,MOQ,JYAJ25100402
FSCU9314130,2025,WK43,-,40,MIXED,MOQ,JYAJ25100402
TXGU4380503,2025,WK43,-,40,MIXED,MOQ,JYAJ25100405
TGBU8725215,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
CBHU9547069,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
CSNU6332830,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
FCIU9935674,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
CSNU6469280,2025,WK43,12109505-DML,40,ZS3E,SKD,ZYAJ25092807/ZYAJ25092814
TRHU6591342,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
OOCU7603795,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
TGBU8682793,2025,WK43,-,40,MIXED,MOQ,ZYAJ25092807/ZYAJ25092814
BSIU9494832,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
CSLU6305632,2025,WK43,12109505-PBC,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
CSNU6265814,2025,WK43,12109505-PAG,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
CSNU7517551,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
CSNU8203010,2025,WK43,12109505-PAG,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
OOCU6724107,2025,WK43,12109505-DML,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
CSNU6296040,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
CSNU8020019,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
TGBU8572760,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
OOCU8785694,2025,WK43,12109505-PAG,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
CCLU7862293,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
OOCU8522996,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092806/ZYAJ25092813
CSNU8601590,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
OOCU7939692,2025,WK43,12109505-WSB,40,ZS3E,SKD/KD,ZYAJ25092805/ZYAJ25092812
FSCU8700397,2025,WK43,-,40,MIXED,KD,JYAJ25100406
TGBU9199352,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
OOCU7425287,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
CSNU8732013,2025,WK43,-,40,MIXED,DG,JYAJ25100407
CSNU8735141,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
DRYU9594288,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
CBHU4368287,2025,WK43,-,20,MIXED,DG(CELL-PWR BAT),JYAJ25100407
CSNU8732353,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100407
CSNU8732482,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100407
CSNU8733088,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
CSNU8733215,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100407
FSCU8733301,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
CSNU8733149,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
CSNU8735732,2025,WK43,-,40,MIXED,DG(CELL-PWR BAT),JYAJ25100408
OOCU9537434,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
CSNU7410080,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
TGBU4870088,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
TCNU6266821,2025,WK43,-,40,MIXED,KD,ZYAJ25092807/ZYAJ25092814
CSNU8081061,2025,WK43,11658449-PAG,40,EH32,SKD,ZYSC25100305
OOCU8735100,2025,WK43,11658449-PAG,40,EH32,SKD,ZYSC25100306
OOCU8940770,2025,WK43,11658449-PAG,40,EH32,SKD,ZYSC25100305
CBHU9192992,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
CSNU8312664,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
FFAU6899067,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
OOCU7888492,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
OOLU9427840,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
TCNU6523529,2025,WK43,11658449-WSB,40,EH32,SKD,ZYSC25100305
CSNU7647998,2025,WK43,-,40,MIXED,MOQ,ZYSC25100306
OOCU7506310,2025,WK43,-,40,MIXED,MOQ,ZYSC25100306
OOCU9198813,2025,WK43,-,40,MIXED,MOQ,ZYSC25100306
OOLU9792729,2025,WK43,-,40,MIXED,MOQ,ZYSC25100306
OOCU9398107,2025,WK43,-,40,MIXED,MOQ,COAU7262945560
OOLU9244406,2025,WK43,11658449-WSB,40,EH32,SKD/KD,ZYSC25092802/ZYSC25092816
